original_text,normalized_text
من ساعتها، يا عزيزي، والناس عايشة في رعب شديد،,من ساعتها، يا عزيزي، والناس عايشه في رعب شديد،
"فبتلاقي المدارس في ""أمريكا"" بتمرّن العيال على حالات الطوارئ،","فبتلاقي المدارس في ""امريكا"" بتمرّن العيال علي حالات الطواري،"
زي إيه؟ مش تسريب غاز، مش حريقة في فصل،,زي ايه؟ مش تسريب غاز، مش حريقه في فصل،
مش حريقة في أوضة الكِوَر،,مش حريقه في اوضه الكِوَر،
لأ، احنا بنتمرن على الانفجارات النووية!,لا، احنا بنتمرن علي الانفجارات النوويه!
"""أيوة، يا (أبو حميد)، ممكن تقولّي على التمرين يا (أبو حميد)؟!""","""ايوه، يا ابو حميد ، ممكن تقولّي علي التمرين يا ابو حميد """
أه، يا عزيزي، تعمل كداهو...,اه، يا عزيزي، تعمل كداهو
استرها معانا يا رب.,استرها معانا يا رب.
"البيوت في ""أمريكا"" بقت بتبني ملاجئ من القنابل،","البيوت في ""امريكا"" بقت بتبني ملاجي من القنابل،"
الخوف مع الوقت تحوّل إلى هَوَس، obsession،,الخوف مع الوقت تحوّل الي هَوَس، ،
الأمريكان ظهرلهم بُعبُع، معاه قنبلة نووية، عايش في قارة بعيدة،,الامريكان ظهرلهم بُعبُع، معاه قنبله نوويه، عايش في قاره بعيده،
"ومش طايق حاجة اسمها ""أمريكا""!","ومش طايق حاجه اسمها ""امريكا""!"
بنشوف، يا عزيزي، الأمريكان من كتر الخوف بيدخلوا في حالة من البارانويا،,بنشوف، يا عزيزي، الامريكان من كتر الخوف بيدخلوا في حاله من البارانويا،
"أي حد عنده أفكار مشابهة لأفكار ""الاتحاد السوفييتي""،","اي حد عنده افكار مشابهه لافكار ""الاتحاد السوفييتي""،"
بيتقال إنه خاين وعميل وإنه خطر،,بيتقال انه خاين وعميل وانه خطر،
فبتظهر مثلًا المكارثية،,فبتظهر مثلًا المكارثيه،
"ودي كانت حملة قادها السيناتور ""جوزيف مكارثر""","ودي كانت حمله قادها السيناتور ""جوزيف مكارثر"""
شَبَه كدا محاكم التفتيش، نسخة القرن الـ20،,شَبَه كدا محاكم التفتيش، نسخه القرن ال20،
أي فنان بقى، مثقف،,اي فنان بقي، مثقف،
أي حد هيتشك إنه شيوعي، أو يعرف حد شيوعي،,اي حد هيتشك انه شيوعي، او يعرف حد شيوعي،
أو يعرف حد يعرف حد ممكن يبقى عارف حد إنه شيوعي،,او يعرف حد يعرف حد ممكن يبقي عارف حد انه شيوعي،
دا هيتفصل ويتحاكم وهيتم نبذه اجتماعيًا!,دا هيتفصل ويتحاكم وهيتم نبذه اجتماعيًا!
هوس الأمريكان ضد الشيوعية هيمتد حتى لسياساتهم الخارجية،,هوس الامريكان ضد الشيوعيه هيمتد حتي لسياساتهم الخارجيه،
"""للأسف، صعب إن احنا ندخل حرب نووية،","""للاسف، صعب ان احنا ندخل حرب نوويه،"
لأن العالم هيتدمر،,لان العالم هيتدمر،
فمشروع السيادة في العالَم بالقوة النووية,فمشروع السياده في العالَم بالقوه النوويه
هيبقى من غير عالَم! هيبقى سيادة فارغة!,هيبقي من غير عالَم! هيبقي سياده فارغه!
بس احنا نقدر نعمل حاجة،,بس احنا نقدر نعمل حاجه،
مش هنحارب بترسانتنا النووية،,مش هنحارب بترسانتنا النوويه،
فاحنا نساعد ناس بتحارب ناس,فاحنا نساعد ناس بتحارب ناس
بتتلقى مساعدة من الناس اللي احنا عايزين نحاربهم،,بتتلقي مساعده من الناس اللي احنا عايزين نحاربهم،
"بس احنا والناس اللي عايزين نحاربهم ما بنحاربش بعض.""","بس احنا والناس اللي عايزين نحاربهم ما بنحاربش بعض."""
وهنا، يا عزيزي، هتبدأ الـCIA والمخابرات الأمريكية,وهنا، يا عزيزي، هتبدا ال والمخابرات الامريكيه
يدّبروا انقلابات في أي أماكن نفوذهم بيتهدد فيها،,يدّبروا انقلابات في اي اماكن نفوذهم بيتهدد فيها،
"زي مثلًا، انقلاب ""إيران"" سنة 1953،","زي مثلًا، انقلاب ""ايران"" سنه 1953،"
"و""جواتيمالا"" سنة 1954.","و""جواتيمالا"" سنه 1954."
النفوذ الأمريكي بيبدأ يكبر،,النفوذ الامريكي بيبدا يكبر،
ومعاه بتكبر الكراهية اللي ضده.,ومعاه بتكبر الكراهيه اللي ضده.
"الحقيقة إن أكبر كراهية هتهدد ""أمريكا"" هتكون طالعة من جواها،","الحقيقه ان اكبر كراهيه هتهدد ""امريكا"" هتكون طالعه من جواها،"
لمّا نيجي نبُص، يا عزيزي، هنجد إن هُناك الملايين من الـAfro Americans,لمّا نيجي نبُص، يا عزيزي، هنجد ان هُناك الملايين من ال
بيعانوا من أكبر تناقض في الحلم الأمريكي، وهو العنصرية،,بيعانوا من اكبر تناقض في الحلم الامريكي، وهو العنصريه،
"الجنوب الأمريكي كان لسة عايش تحت حُكم ما يُعرف بـ""قوانين (جيم كرو)""،","الجنوب الامريكي كان لسه عايش تحت حُكم ما يُعرف ب""قوانين جيم كرو ""،"
دي كانت مجموعة من القوانين اللي كانت بتفصل السود عن البيض في كل حاجة،,دي كانت مجموعه من القوانين اللي كانت بتفصل السود عن البيض في كل حاجه،
"""مدارسنا غير مدارسكم،","""مدارسنا غير مدارسكم،"
مواصلاتنا غير مواصلاتكم،,مواصلاتنا غير مواصلاتكم،
رياضاتنا غير رياضاتكم،,رياضاتنا غير رياضاتكم،
مطاعمنا وحمّاماتنا غير مطاعمهم وحمّاماتهم،,مطاعمنا وحمّاماتنا غير مطاعمهم وحمّاماتهم،
مع إننا بناكل نفس الأشياء،,مع اننا بناكل نفس الاشياء،
"والمفروض إن احنا بنطلّع نفس الأشياء!""","والمفروض ان احنا بنطلّع نفس الاشياء!"""
لو انت كنت أسود في هذا الوقت،,لو انت كنت اسود في هذا الوقت،
فانت ما لكش access على خدمات كتير جدًا،,فانت ما لكش علي خدمات كتير جدًا،
حق التصويت بالنسبالك كان شِبه مستحيل،,حق التصويت بالنسبالك كان شِبه مستحيل،
حياتك مهددة لأقل اشتباه إن انت ممكن تبقى مجرم!,حياتك مهدده لاقل اشتباه ان انت ممكن تبقي مجرم!
العنف دا وصل لذروته,العنف دا وصل لذروته
"مع جريمة ""إيميت تيل"" اللي حصلت سنة 1955،","مع جريمه ""ايميت تيل"" اللي حصلت سنه 1955،"
طفل أسود بيتعرّض للتعذيب لحد ما بيموت،,طفل اسود بيتعرّض للتعذيب لحد ما بيموت،
كل دا ليه؟ لمجرد اشتباه كاذب إنه صفّر لست بيضا في محل.,كل دا ليه؟ لمجرد اشتباه كاذب انه صفّر لست بيضا في محل.
"تسألني تقولّي: ""اللي عذبوه وقتلوه حصلّهم إيه؟""","تسالني تقولّي: ""اللي عذبوه وقتلوه حصلّهم ايه؟"""
أقولّك إن المحكمة برّأتهم في أقل من ساعة.,اقولّك ان المحكمه برّاتهم في اقل من ساعه.
بس بنشوف أم الطفل بتُصِرّ على جنازة بتابوت مفتوح للولد،,بس بنشوف ام الطفل بتُصِرّ علي جنازه بتابوت مفتوح للولد،
"وقالت: ""أنا عايزة العالَم كله يشوف عملوا إيه في ابني.""","وقالت: ""انا عايزه العالَم كله يشوف عملوا ايه في ابني."""
"الصور عملت صدمة كبيرة جدًا جدًا في ""أمريكا"".","الصور عملت صدمه كبيره جدًا جدًا في ""امريكا""."
"بعدها بشهور، بنشوف ست بسيطة في مقاطعة ""مونتجمري""","بعدها بشهور، بنشوف ست بسيطه في مقاطعه ""مونتجمري"""
"اسمها ""روزا باركس""،","اسمها ""روزا باركس""،"
الست دي بترفض إنها تقوم من على الكرسي بتاعها في الأتوبيس,الست دي بترفض انها تقوم من علي الكرسي بتاعها في الاتوبيس
لراجل أبيض كان واقف.,لراجل ابيض كان واقف.
انت المفروض كشخص أسود داخل عليك رجُل أبيض، المفروض تقومله،,انت المفروض كشخص اسود داخل عليك رجُل ابيض، المفروض تقومله،
